bill,classification,submission_date,bill_title,bill_text,"Notes (added = title, text, date added)",Notes
23.3336,8,2023-03-16,Vorkaufsrecht für Gemeinden und Kantone auch bei Immobilien bundeseigener Betriebe,"<p>Der Bundesrat wird beauftragt, einen Erlass vorzulegen, der ein Vorkaufsrecht für Grundstücke und Liegenschaften auch von den bundeseigenen Betrieben gewährt.</p><p>Artikel 13 Absatz 2 der Verordnung über das Immobilienmanagement und die Logistik des Bundes (Vilb) garantiert den Kantonen und Gemeinden ein Vorkaufsrecht für Immobilien des Bundes. Sinn und Zweck dieser Regelung ist die Kooperation zwischen den Gemeinwesen verschiedener Stufen im Bereich des knappen Bodens, der für die Aufgabenerfüllungen der Gemeinwesen essenziell ist.</p><p>Kantone und vor allem die Gemeinden in belasteten städtischen und touristischen Regionen verzeichnen zunehmend Probleme, Immobilien und neues Land für ihre mannigfachen Infrastruktur-Bauten zu finden, wie Spitäler, Schulhäuser, industrielle Anlagen der Ver- und Entsorgung, Bauten für kulturelle Zwecke usw. Zudem kennen fast alle Kantone - so wie der Bund auch - in ihren Verfassungen Verpflichtungen zur Förderung des gemeinnützigen Wohnbaus.</p><p>Die bundeseigenen Betriebe SBB und Post gehören zu den grössten Immobilien- und Landbesitzern in der Schweiz. Es ist nicht einzusehen, weshalb zwar für die bundeseigenen Immobilien (Armasuisse, ETH, Zolldirektion etc.) das Vorkaufsrecht gewährt wird, jedoch für die Immobilien der bundeseigenen Betriebe wie SBB und Post nicht. Die Zielrichtung des Vorkaufsrechts entspricht sodann der gut eidgenössischen kooperativen Zusammenarbeit zwischen allen staatlichen Ebenen. Den bundeseigenen Betrieben erwächst dabei kein Nachteil, da die Immobilien zum Verkehrswert (und nicht etwa zum Anlagewert) angeboten werden müssten. Dafür würde den Gemeinden und Kantonen die Erfüllung ihrer Kernaufgaben erleichtert.</p>",NA,NA
23.7093,NA,2023-03-01,Einschränkungen beim Grenzübergang Koblenz und Stein,"<p>Baden-Würtemberg hat sich im Februar \""mit Irritation\"" ans BAZG gewandt. Die Servicezeiten der Grenzübergänge Stein und Koblenz sollen eingeschränkt werden. Sie baten das BAZG Lösungen zu suchen, um Erschwernisse und Einschränkungen für die Menschen an den Grenzübergängen zu vermeiden.</p><p>- Gibt es Pläne die Servicezeiten einzuschränken?</p><p>Falls ja, weshalb?</p><p>- Sind anderorts weitere Einschränkungen geplant?</p><p>- Was unternimmt das BAZG, um den regionalen Austausch weiterhin zu gewährleisten?</p>",NA,NA
23.3941,6,2023-06-16,Kultiviertes Fleisch. Innovation fördern statt überregulieren!,"Der Bundesrat wird beauftragt, die Zulassungsprozesse und Bewilligungsverfahren für Novel Foods, insbesondere kultiviertes Fleisch und Lebensmittel, die mittels Präzisionsfermentation produziert wurden, zu vereinfachen und zu beschleunigen. Denkbar wäre die Veröffentlichung eines Leitfadens zu den Anforderungen an die Sicherheitsbewertung neuartiger Lebensmittel, der für Unternehmen maximale Transparenz gewährleistet und unkompliziert zur Anwendung kommt. // Die zelluläre Landwirtschaft und die Präzisionszüchtung alternativer Proteine ist ein vielversprechender Ansatz, um die nachhaltige Ernährung einer wachsenden Weltbevölkerung sicherzustellen.
Doch ob innovative Startups oder Player aus der Landwirtschaft: aktuell ist es wenig attraktiv, in der Schweiz zu investieren, da Bewilligungsprozesse lange dauern und in Bezug auf Marktzulassungen wenig Transparenz herrscht. Die Schweiz, die sich durch ihr grosses Innovationspotenzial auszeichnet, läuft hier Gefahr, sich international überholen zu lassen. So hat z.B. die Singapore Food Agency (SFA) einen Leitfaden zu ihren Anforderungen an die Sicherheitsbewertung neuartiger Lebensmittel veröffentlicht, einschliesslich spezifischer Anforderungen an die Informationen, die für die Zulassung von kultivierten Fleischerzeugnissen vorgelegt werden müssen. Die SFA prüft derzeit Anträge auf Einzelfallbasis, führt Gespräche mit lokalen Start-ups für kultiviertes Fleisch und ist sehr offen für eine Zusammenarbeit mit Unternehmen in den frühen Phasen der Forschung und Produktentwicklung. Nach diesem Vorbild sollte auch die Schweiz agieren: Zusammenarbeit mit entsprechenden Unternehmen suchen und Prozesse transparent und unkompliziert gestalten, was mit dieser Motion bezweckt werden soll.",NA,added
23.3306,NA,2023-03-16,Revision des Berufsbilds des Fahrlehrers und der Fahrlehrerin. Einsprachen in nützlicher Frist behandeln,"<p>Der Bundesrat wird beauftragt, dafür zu sorgen, dass die Einsprache gegen die neue Prüfungsordnung für die Berufsprüfung Fahrlehrer/Fahrlehrerin rasch behandelt wird. </p><p>Am 31. Oktober 2018 hat der Schweizerische Fahrlehrerverband (heute: L-drive) alle interessierten Organisationen zur Bildung der Trägerschaft für die Revision des Berufsbildes Fahrlehrer/Fahrlehrerin (Prüfungsordnung) eingeladen. Die Berufsbildung sollte endlich an die neusten Bedingungen und Herausforderungen angepasst werden, dies auch im Interesse der Verkehrssicherheit. </p><p>2022 konnte die von der Trägerschaft ausgearbeitete Revision der Prüfungsordnung abgeschlossen werden, und die neue Prüfungsordnung wurde publiziert. Juli 2022 ging gegen die neue Prüfungsordnung eine Einsprache ein. </p><p>Seither ist diese Einsprache beim Staatssekretariat für Bildung, Forschung und Innovation hängig, unter anderem aus Ressourcengründen.",NA,NA
22.3957,3,2022-09-21,Senkung beim Bundespersonal auf 35 000 Vollzeitäquivalente und Senkung der Bundespersonalausgaben auf 5 Milliarden Franken,"Der Bundesrat wird beauftragt, eine Senkung des Personalbestands auf 35 000 Vollzeitäquivalente sowie eine Senkung der Bundespersonalausgaben auf 5 Milliarden Franken bis spätestens in 4 Jahren umzusetzen. // Der weitaus grösste Posten beim Eigenaufwand des Bundes ist der Personalaufwand mit inzwischen über sechs Milliarden Franken jährlich (Rechnung 2021). Nicht nur der Personalaufwand sondern auch die Anzahl Bundesangestellter ist in den letzten 15 Jahren stetig angestiegen: Wiesen im Jahre 2007 die Bundesstellen noch etwa 32 000 Vollzeitäquivalente auf, sind es mittlerweile 38 000 (VA 2022). Die Kosten stiegen im selben Zeitraum von knapp fünf auf sechs Milliarden Franken an. Darüber hinaus wuchs der Durchschnittslohn in der Bundesverwaltung um fast 17 000 Franken auf 126 000 Franken an. Angesichts dieser Zahlen braucht es offensichtlich mehr Spardruck. In Zeiten von Digitalisierung und Automatisierung der klassischen Büroberufe ist ein moderater Rückbau des Personalbestandes zumutbar. Auch hinsichtlich der bereits erfolgten teuren Investitionen in die Digitalisierung beim Bund. Zudem kann es nicht sein, dass Bundesangestellte derart viel mehr als Angestellte in der Privatwirtschaft verdienen.",added,NA
23.3163,NA,2023-03-15,Keine Sistierung der Vorbereitungen für eine neue Landesausstellung,"<p>Bundesrat und Kantone haben am 29. Juni 2022 einmal mehr ihre positive Grundhaltung zum Thema einer neuen Landesausstellung bekräftigt. Der Bundesrat hat festgehalten, dass er im Jahr 2023 einen Bericht über die Rahmenbedingungen für eine Landesaustellung verabschieden wird. Dieser soll die Rollen und Aufgaben von Bund, Kantonen und Trägerschaften, rechtliche Grundlagen für eine Bundesbeteiligung sowie wichtige Prozesse vertiefen. </p><p>Allerdings gibt es Anzeichen, dass der Prozess zur Definition der Rahmenbedingungen seitens Bundes ins Stocken gerät, möglicherweise sogar sistiert werden soll.</p><p>Wir sind besorgt und erlauben uns, folgende Fragen an den Bundesrat zu stellen:</p><p>- Bekräftigt der Bundesrat seine Grundhaltung zugunsten einer neuen Landesausstellung?</p><p>- Bestätigt der Bundesrat, dass er in Erfüllung der aktuellen Legislaturziele bis Ende Legislatur den Bericht zu den Rahmenbedingungen veröffentlichen wird und darin mindestens den Prozess bis und mit der Verabschiedung der gesetzlichen Grundlagen definieren wird?</p><p>- Anerkennt der Bundesrat, dass angesichts der gesellschaftlichen Spaltungen infolge der Gesundheitskrise, des Kriegs in Europa, der angespannten Energie- und Wirtschaftslage, etc. eine Landesausstellung mehr denn je Sinn machen würde, um den nationalen Zusammenhalt zu fördern?</p><p>- Ist sich der Bundesrat bewusst, dass die Initiativen langjährige und kostspielige Bestrebungen unternommen haben und diese im Hinblick auf den auf Ende 2023 versprochenen Bericht intensiviert haben?</p><p>- Ist der Bundesrat über den Dialog zwischen den Trägerschaften der vier Initiativen informiert?</p><p>- Ist sich der Bundesrat bewusst, dass eine allfällige, abrupte Sistierung des Vorbereitungsprozesses sämtliche Initiativen stoppen würde, die bisher geleistete Arbeit vernichten würde, womit die Idee einer Landesausstellung für ein weiteres Jahrzehnt fallen gelassen würde?</p><p>- Ist der Bundesrat bereit, dieses Thema in die Legislaturplanung 2024-27 wieder aufzunehmen, und die laufenden Vorbereitungsarbeiten nicht zu unterbrechen?</p><p>Der Bundesrat und die Konferenz der Kantonsregierungen haben in ihrer Positionierung vom Juni 2022 die Durchführung einer nächsten Landesausstellung mit folgenden Aussagen klar begrüsst:</p><p>\""Landesausstellungen... </p><p>...haben in der Schweiz Tradition und sind im kollektiven Bewusstsein verankert. </p><p>...können als Generationenprojekte eine identitätsstiftende Funktion zwischen den Menschen, Kulturen und Sprachen der Schweiz erfüllen und zum inneren Zusammenhalt beitragen. </p><p>...fördern eine Diskussion über die Zukunftsperspektiven der Schweiz und bieten die Möglichkeit, sich gegen innen und aussen zu präsentieren. </p><p>...können einen kulturellen, gesamtwirtschaftlichen und nachhaltigen Nutzen für die ganze Schweiz generieren\"".</p><p>In Beantwortung zahlreicher parlamentarischer Vorstösse der letzten Jahre (siehe insbesondere Ip. Julliard, 22.3611) hat der Bundesrat konsequent diese Haltung vertreten. Er soll bis spätestens Ende 2023 einen \""Bericht über die Rahmenbedingungen für eine Landesausstellung\"" verabschieden. Er begrüsst einen Dialog zwischen den verschiedenen Trägerschaften mit dem Ziel, eine Zusammenführung der bestehenden Projekte anzustreben. Sonst würde er ein Auswahlverfahren spätestens in seinem Bericht festlegen. Er nimmt Kenntnis vom angestrebten Zielpunkt 2027, kann aber keine genaue Einschätzung zum allfälligen Realisierungsjahr geben.</p><p>Darauf basierend wurde der gewünschte Dialog unter den Trägerschaften der vier Initiativen aufgenommen, und die Vorbereitungsarbeiten haben einen neuen Schub erhalten im Hinblick auf die angegebenen Termine für die Einreichung der Projekte. Gleichzeitig signalisieren die Initianten ihre Flexibilität was den Realisierungspunkt anbelangt. Eine weitere Aufschiebung des Prozesses zur Klärung der Rahmenbedingungen würden die Projektinitiativen nicht überleben.</p>",NA,NA
23.3503,NA,2023-04-27,Zugang zu Orphan Drugs,"<p>Der Bundesrat wird beauftragt, bei Orphan Drugs die institutionalisierte Koordination zwischen Swissmedic und dem Bundesamt für Gesundheit effizienter abzustimmen, sodass die Begutachtung der Wirksamkeit übereinstimmt, und dafür zu sorgen, dass gleichzeitig mit einer neuen Zulassung von Swissmedic auch eine Vergütungslösung über die Spezialitätenliste vorliegt. Dabei soll der \""Orphan Drug\""-Status gemäss Artikel 4 Absatz 1 Buchstabe adecies des Heilmittelgesetzes automatisch für einen \""Early Dialogue\"" qualifizieren.</p><p>Der Bundesrat soll ebenfalls Massnahmen ergreifen, damit Real-World-Daten besser gewürdigt werden können, um eine qualitätsbasierte Vergütung implementieren und die bei der Zulassung noch fehlenden Langzeitdaten handhaben zu können. </p><p>Dabei greift er auf das Wissen und die Erfahrung von Vertretungen der Wissenschaft, Ärzteschaft, Patientenorganisationen, Versicherern und Industrie zurück.</p><p></p><p>Eine Minderheit der Kommission (Schläpfer, Aeschi Thomas, Amaudruz, Bircher, Glarner, Rüegger) beantragt, die Motion abzulehnen.</p><p>Orphan Drugs sind \""wichtige Arzneimittel zur Erkennung, Verhütung oder Behandlung einer lebensbedrohenden oder chronisch invalidisierenden Erkrankung\"", von der höchstens 5 von 10 000 Personen betroffen sind.</p><p>Einerseits ermöglicht die Vergütung im Einzelfall den Zugang zu lebenswichtigen Arzneimitteln zur Behandlung seltener Erkrankungen zum Teil sogar vor der Marktzulassung durch Swissmedic (Art. 71c KVV), was im Sinne eines erleichterten Zugangs Patientinnen und Patienten zugutekommen kann. Anderseits dauert es nach der Swissmedic-Zulassung insbesondere bei Orphan Drugs teils Jahre, bis es - wenn überhaupt - zur Aufnahme in die Spezialitätenliste (SL) kommt, zum Teil aufgrund widersprüchlicher Begutachtungen. </p><p>Der Anteil zugelassener Orphan Drugs auf der SL ist deshalb relativ niedrig. Die Zulassungs- und SL-Prozesse sind also nicht effizient aufeinander abgestimmt. Die Ausnahmeregelung der Einzelfallvergütung (Art. 71a-d KVV) hat entsprechend stark zugenommen, was den gleichberechtigten Patientenzugang gefährdet.</p><p>Schweizweit sind circa 580 000 Personen von einer seltenen Krankheit betroffen. Nur für etwa 5 Prozent solcher Erkrankungen gibt es eine zugelassene Therapie. Wenn eine neue Behandlungsmöglichkeit zugelassen wird, sollen Betroffene nicht noch Jahre warten müssen, bis eine Vergütungslösung über die SL gefunden wird. Gleichzeitig muss dies nachhaltig finanzierbar sein. Gesundheitskosten bleiben eine der Hauptsorgen der Bevölkerung. Damit die Vergütung an das Therapieergebnis gekoppelt werden kann (Ergebnisqualität), braucht es (Daten-)Transparenz, d.h. eine bessere Dateninfrastruktur inklusive \""Real-World-Data\"" (RWD).</p>",NA,NA
23.3452,7,2023-04-11,Limitierung der Vergütungen im Bankenwesen,"Der Bundesrat wird beauftragt, der Bundesversammlung einen Entwurf zu einer Änderung des Bundesgesetzes über die Banken und Sparkassen (Bankengesetz) und allfälliger weiterer gesetzlicher Grundlagen vorzulegen, um die Vergütungen (""total compensation"") im Bankenwesen zu limitieren. Die Vergütung pro Jahr darf 3-5 Millionen Franken nicht überschreiten.
//
Die Vergütungen der Grossbanken für ihre Topleute haben ein Ausmass erreicht, das in keinem Verhältnis mehr steht zur erbrachten Arbeitsleistung. Eine Regulierung ist gerechtfertigt, weil die gleichen Institute aufgrund ihrer volkswirtschaftlichen Bedeutung für allfällige gravierende Fehler nicht einfach ihrem Schicksal überlassen werden können, sondern vom Staat im Notfall unterstützt und gerettet werden müssen. Dies wiederum wird von der Bevölkerung, aber auch von vielen Unternehmen jeder Grösse mit viel Unmut aufgenommen, die ihre Steuern korrekt bezahlen, ihren Verpflichtungen nachkommen, im Notfall aber nur die gesetzlich vorgesehenen Instrumente beanspruchen können. Mit einer Limitierung der Vergütungen (sämtliche Bezüge im Sinne einer ""total compensation"") ist deshalb ein Korrektiv zu schaffen, das dazu führt, die Akzeptanz der geltenden allgemeinen Ordnung und die ""Volksmoral"" zu bewahren und zu schützen.
Die vorgeschlagene Limite von 3-5 Millionen Franken, die im Gesetzgebungsprozess justiert werden soll, ist immer noch grosszügig, jedoch nötig, um im (internationalen) Arbeitsmarkt ausreichend konkurrenzfähig zu sein. Entsprechend dieser Limite für die grössten Institute werden sich die Vergütungen für die anderen Banken gemäss ihrer Bilanzsumme und ihrer spezifischen Geschäftsfelder anpassen, sollte es denn überhaupt nötig sein. Auch die Vergütungen für die Mitglieder der Verwaltungsräte würden sich entsprechend anpassen.
Die Ausgestaltung der Vergütungen soll weiterhin den einzelnen Banken überlassen bleiben. Die Limitierung stellt aber sicher, dass auch allfällige variable Vergütungsanteile wie beispielsweise Boni nicht zu einer Überschreitung der Obergrenze von 3-5 Millionen Franken führen. Exzessive Vergütungen bis zu 90 Millionen Franken pro Jahr, wie sie in der Vergangenheit erfolgten, wären ganz einfach nicht mehr möglich.",NA,added
23.3845,1,2023-03-08,Stromversorgungssicherheit. Wer bezahlt die Rechnung und wie hoch ist sie?,"Zur Sicherung der Stromversorgungssicherheit im Winter 2022/2023 und darüber hinaus hat der Bundesrat unter anderem eine Reihe von Massnahmen zur kurzfristigen Erhöhung der Stromproduktion beschlossen. Zu diesen Massnahmen gehören die Gas-Reservekraftwerke, die Wasser-Winterstromreserve, die Aktivierung von Notstromgruppen, der ""Rettungsschirm"" für die Strombranche und einige andere. Für fast alle diese Massnahmen hat der Bundesrat jeweils eine Kostenabwälzung auf die StromendkundInnen angekündigt. Sollte es dazu kommen, würde der Netznutzungstarif und damit der Strompreis nächstes Jahr (und für die Jahre danach) erneut massiv stark steigen. Vor diesem Hintergrund stellen sich für die Bevölkerung und die Wirtschaft folgende Fragen:
1. Was ist das konkrete Ausmass (in Millionen sowie in Rappen pro Kilowattstunde) sowie die absehbare Dauer der Kostenabwälzung sämtlicher durch den Bundesrat sowie die Swissgrid vorgesehener Massnahmen auf die Netznutzungskosten bzw. den Netznutzungstarif?
2. Trotz der aktuell hohen Inflation und der damit verbundenen Kaufkraftprobleme breiter Bevölkerungsschichten hat der Bundesrat bis anhin die Umsetzung sämtlicher vorgeschlagenen Massnahmen zur Kaufkraftstützung abgelehnt. Wäre es vor diesem Hintergrund nicht das Mindeste, wenigstens auf den aktiven Beschluss staatlicher Massnahmen zu verzichten, welche diese Kaufkraftprobleme sogar noch weiter verschärfen würden?
3. Wieso folgt der Bundesrat in dieser Sache nicht der bis anhin von ihm stringent verfolgten Logik, ausserordentliche und in Anbetracht einer befürchteten Notsituation - bzw. zur Verhinderung ebendieser - beschlossene Massnahmen wie immer über den ausserordentlichen Haushalt und damit über öffentliche Gelder zu finanzieren?
4. Angesichts des im europäischen Vergleich eher hohen Abgabenanteils des Schweizer Strompreises und der gleichzeitig auf europäischer Ebene sowie in den europäischen Staaten beschlossenen Stützungsmassnahmen könnte eine massive Erhöhung des Netznutzungstarifs auch verschiedene Branchen der Schweizer Wirtschaft empfindlich treffen. Wie stellt sich der Bundesrat zu dieser realen Befürchtung?",added,NA
23.3148,4,2023-03-14,Flankierende Massnahmen bei Wohnverdichtungsprojekten. Erhalt preisgünstiger und klimafreundlicher Wohnungen,"<p>Ich bitte den Bundesrat um Beantwortung folgender Fragen: </p><p>- Mit welchen Planungsinstrumenten verlangt der Bund gegenüber Kantonen und Gemeinden bei Wohnverdichtungsprojekten einen prozentualen Anteil an<b></b>preisgünstigen Wohnungen? </p><p>- Wie sind die Resultate bezüglich prozentualer Anteile an preisgünstigen Wohnungen und bestehen Möglichkeiten weitergehende Vorgaben festzulegen? </p><p>- Welche Wirkung haben kantonale Richtpläne für die Förderung des preisgünstigen Wohnraums (Umbau und Neubau)? </p><p>- Gibt es weitere Gemeinden, die wie die Stadt Bern einen Mindestanteil von einem Drittel bei Um- und Einzonungen für den gemeinnützigen, preisgünstigen Wohnraum fordern? </p><p>- Mit welchen Instrumenten unterstützt der Bund gegenüber Kantonen und Gemeinden Mietpreiskontrollen und fördert diese im Sinne von Best Practice oder mit Leitfäden? </p><p>- Welche (rechtlichen) Möglichkeiten bestehen von Bundesseite Mietpreiskontrollen in Gemeinden festzulegen? </p><p>- Mit welchen Planungsinstrumenten verlangt der Bund gegenüber Kantonen und Gemeinden partizipative Planung und die Einbindung der anwohnenden Bevölkerung? </p><p>- Was sind die Erfahrungen des 2016 beschlossenen \""Impuls Innenentwicklung\"" wonach Städte und Gemeinden durch EspaceSuisse Hilfe bei der Siedlungsentwicklung nach innen erhalten? </p><p>- Stimmt es, dass selbst bei 10 Millionen Einwohner/innen gemäss heutigem Wohnungsbestand statistisch 41 m2 pro Person zur Verfügung stehen würde? </p><p>- Mit welchen Planungsinstrumenten verlangt der Bund gegenüber Kantonen und Gemeinden das klimafreundliche Bauen und Umbauen? </p><p>- Mit welchen Instrumenten fördert der Bund die Priorisierung von klimafreundlicheren Umbauten gegenüber dem Neubau? </p><p>- Mit welchen Instrumenten kann der Bund den klimafreundlicheren Umbau gegenüber dem klimaschädlicheren Neubau privilegieren (z.B. Verteuerung Deponien, Anpassung bei Wettbewerben und Normen in der Architektur-, Bau- und Planungsbranche)? </p><p>- Gibt es weitere flankierende Massnahmen bei Wohnverdichtungsprojekten, welche den Erhalt preisgünstiger und klimafreundlicher Wohnungen ermöglichen? </p><p>- Mit welchen weiteren Massnahmen werden Verdrängungen von Personen mit tieferen Einkommen verhindert (Gentrifizierung)?</p><p>Studien der ETH im Bereich Raumplanung untersuchen, warum Verdichtung oft an der Akzeptanz scheitert. Eine Schlüsselrolle spielt gemäss den Resultaten der preisgünstige Wohnungsraum. So zeigt sich die Schlüsselrolle des bezahlbaren Wohnraums auf die Verdichtungsakzeptanz und die Umsetzung von Stadtentwicklungsprojekten, dass die Akzeptanz zunimmt, wenn ein Projekt eine gemischte Nutzung mit Wohnungen und Gewerbe vorsieht und klimaneutral ist. Andererseits stossen Projekte mit rein gewinnorientierten Investorenschaft auf mehr Widerstand. Methodisch wurde systematisch die Wirkung von drei Planungsinstrumenten untersucht, die bei Wohnverdichtungsprojekten eingesetzt werden:</p><p>a. prozentualer Anteil an preisgünstigen Wohnungen in einem Verdichtungsprojekt,</p><p>b. Mietpreiskontrolle oder -begrenzung und</p><p>c. partizipative Planung und Einbindung der anwohnenden Bevölkerung. </p><p>Verdichtung und Siedlungsentwicklung nach innen ist ein Grundsatz der Raumplanung. Denn noch immer wächst die Siedlungsfläche in der Schweiz. Um Kulturland zu schonen, die landschaftlichen Qualitäten und Freiräume zu erhalten sollen die vorhandenen Siedlungsflächen besser genutzt werden. Auch angesichts des benötigten Wohnraums und geplanter Sanierungen ist der Handlungsbedarf für Verdichtungen gegeben. </p><p><a href=\""https://ethz.ch/de/news-und-veranstaltungen/eth-news/news/2022/09/ja-aber-nicht-so-warum-verdichtung-oft-an-der-akzeptanz-scheitert.html\"">https://ethz.ch/de/news-und-veranstaltungen/eth-news/news/2022/09/ja-aber-nicht-so-warum-verdichtung-oft-an-der-akzeptanz-scheitert.html</a></p>",NA,NA
23.3017,2,2023-02-17,Finanzhilfen für gleichstellungspolitische Dachorganisationen (analog zu den Familienorganisationen),"<p>Damit gleichstellungspolitische Dachorganisationen Aufgaben, welche sie im staatlichen Interesse übernehmen, wirkungsvoll umsetzen können, wird der Bundesrat beauftragt, das Gleichstellungsgesetz dahingehend anzupassen, dass gleichstellungspolitische Dachorganisationen künftig analog den Familienorganisationen durch den Bund mitfinanziert werden können.</p><p></p><p>Eine Minderheit der Kommission (Gutjahr, Gafner, Haab, Herzog Verena, Huber, Keller Peter, Nantermod, Umbricht Pieren, Wasserfallen Christian) beantragt, die Motion abzulehnen.</p><p>- Die Gleichstellung von Mann und Frau kommt in unserem Land zu langsam vorwärts. Zur Umsetzung der \""nationalen Strategie Gleichstellung 2030\"" übernehmen gleichstellungspolitische Dachorganisationen eine wichtige komplementäre Funktion zur Bundesverwaltung. Diese nehmen zahlreiche Aufgaben wahr, an deren Erbringung ein direktes staatliches Interesse besteht (z.B. Beratung, Sensibilisierung, Wissenstransfer, ...). Die Wirksamkeit und Nachhaltigkeit ihrer Arbeit ist aber durch prekäre projektbezogene Finanzierungen und einen hohen Einsatz von Drittmitteln und den entsprechenden Aufwand zu deren Akquirierung unnötig begrenzt.</p><p>- Die Verwaltung schlägt in ihrem Bericht vom 7. November 2022, als Beantwortung der von der Kommission für Wissenschaft, Bildung und Kultur eingereichten Fragen, vor, \""zum Beispiel eine Finanzierung von alliance F via Finanzhilfen zu prüfen; dies angesichts der Repräsentativität der Mitgliedschaft, der Wichtigkeit und der thematischen Breite sowie der Qualität der Arbeit und Projekte\"". Dazu müsste eine Rechtsgrundlage geschaffen werden.</p><p>- Mit Art. 15 des Gleichstellungsgesetzes hat der Gesetzgeber bewusst eine Möglichkeit für Strukturfinanzierungen jener Beratungsdienstleistungen geschaffen, die sich auf dem freien Markt kaum kostendeckend behaupten können, aber für die Erreichung des Verfassungsziels unerlässlich sind. Für den Verfassungsauftrag unerlässliche Tätigkeiten wie Sensibilisierung, Know-How-Zentrum, Wissenstransfer, Vernetzung, Mentoring sind auf dem freien Markt aber genauso wenig kostendeckend finanzierbar. Diese Arbeiten werden zurzeit weder von Bund noch Kantonen wahrgenommen oder finanziert. Sie werden derzeit von Dachorganisationen übernommen, welche über Mitglieder- und Spendenbeiträge prekär finanziert sind. </p><p>- Die Finanzhilfen können analog den Finanzhilfen nach FamZG Gesetz ausgestalte werden. Demnach handelt es sich nicht um Strukturbeiträge, sondern um Leistungsaufträge, die an die Erbringung konkreter Dienstleistungen gebunden werden. Dadurch ist gewährleistet, dass der Bund nur Dienstleistungen (mit)finanziert, die im Einklang mit der Gleichstellungsstrategie des Bundes stehen resp. zur Erreichung der Verfassungsziele unerlässlich sind.</p>",NA,NA
