sentence,label_human,label_embed2discover,corpus_filename,start_pos,end_pos,file
"Der Entscheid, gewisse chirurgische Eingriffe immer häufiger ambulant und nicht mehr stationär durchzuführen, führt dazu, dass die Krankenversicherer immer mehr und immer höhere Rechnungen bezahlen müssen.",0,0,16/10_3137.txt,950,1155,16/10_3137.txt
"Das Blatt PA8 sieht vor, dass für den Abschnitt der SPA 394 Teilstücke mit überdachten Strasseneinschnitten realisiert werden zum Schutz der natürlichen Umgebung und der Landschaften von Santa Margherita und Prella di Fondo und des Oberlaufs des Laveggio, die zum Naherholungsgebiet Santa Margherita/Pauzzella/Valle della Motta gehören.",0,1,34/17_1068.txt,910,1246,34/17_1068.txt
"Damit in dieser ausserordentlichen Ausgangslage rasch gehandelt werden kann, wird der Bundesrat aufgefordert, eine befristete Entlastung zu beschliessen.",0,0,51/22_3244.txt,703,856,51/22_3244.txt
"Unverständnis.1. Teilt der Bundesrat nicht auch die Auffassung, dass Investitionen zur Reduktion fossiler Emissionen, der Klima- und Umweltbelastungen durch nichterneuerbare Energien sowie unserer 80-prozentigen Auslandabhängigkeit im Energiesektor im Sinne der Artikel 73, 74 und 89 BV im öffentlichen Interesse erfolgen und grundsätzlich nicht durch zusätzliche Belastungen oder Abgaben gebremst oder vielleicht sogar verhindert werden sollten?2.",0,0,16/10_3746.txt,720,1168,16/10_3746.txt
"Die Hersteller von Tamiflu und Relenza kündigten an, binnen kürzester Zeit grosse Mengen der Grippemedikamente liefern zu können.",0,0,16/10_3422.txt,925,1054,16/10_3422.txt
"Auf den Erträgen von Anlagefonds aus Ländern, die der Schweiz nicht Gegenrecht beim Marktzutritt mit Anlagefonds gewähren, wird eine 35-prozentige Zahlstellensteuer erhoben, die vollständig der Bundeskasse zufällt und nicht mit bezahlten Steuern verrechenbar ist.",0,0,16/10_3287.txt,1287,1550,16/10_3287.txt
"Aufgrund der Vorkommnisse in den letzten Tagen wurden verschiedentlich Stimmen laut, die eine vermehrte Verstaatlichung des Gesundheitswesens forderten, so der Ruf nach einer nationalen Gesundheitskasse.",0,0,77/98_3378.txt,0,203,77/98_3378.txt
sPostgebäude in Aarau.,0,0,88/No_bill_id_901.txt,8,30,88/No_bill_id_901.txt
"Einmal im Kreislauf der Natur, pflanzen sich diese Zufallskreuzungen fort, mit unvorhersehbaren und nicht zu kontrollierenden Folgen.",1,0,32/16_319.txt,2042,2175,32/16_319.txt
Erarbeitung von Vorschlägen zu einer umfassenden Waldpolitik und deren Umsetzung unter der besonderen Berücksichtigung der Rolle des Tropenwaldes zur Eindämmung der Treibhausgase;c.,1,1,14/09_3688.txt,416,597,14/09_3688.txt
Aber so etwas darf nicht auf kaltem Weg und gegen die ausdrückliche Garantie der mündlichen Begründung von Artikel 46 GRN eingeführt werden.,0,0,16/10_3243.txt,2116,2258,16/10_3243.txt
Mitteilungen der Kantone.,0,0,83/No_bill_id_3713.txt,480,505,83/No_bill_id_3713.txt
Eine Anrechnung der reduzierten CO2-Emissionswerte im Rahmen der Flottenemissionsregelung ist deshalb angebracht.,0,0,28/14_3837.txt,1019,1132,28/14_3837.txt
Zurzeit sehen sich kantonale Familienberatungsstellen mit einer steigenden Zahl von Gesuchen um Mitfinanzierung von Verhütungsmitteln konfrontiert.,0,0,16/10_3104.txt,2347,2494,16/10_3104.txt
Wie viele Tonnen CO2 könnten einerseits durch die tatsächliche Reduktion der Emissionen und andererseits durch die Kompensationsanstrengungen der Post eingespart werden?,0,0,16/10_1117.txt,499,668,16/10_1117.txt
"Wir exportieren heute Güter im Wert von 1,4 Milliarden Franken.",0,0,16/10_3609.txt,156,219,16/10_3609.txt
"Wir exportieren heute Güter im Wert von 1,4 Milliarden Franken.",0,0,16/10_3609.txt,156,219,16/10_3609.txt
"Wenn eine wirtschaftliche Aktivität als nachhaltig gelten soll, muss sie zur Erreichung verschiedener Klimaziele beitragen, ohne ein anderes wesentlich zu beeinträchtigen.",0,0,49/21_3827.txt,1208,1379,49/21_3827.txt
"Es werden auch Zweifel geweckt, da der Bundesrat die Bezeichnung oxo-biologisch abbaubar benutzt, wenn die korrekten Bezeichnungen entweder oxo-abbaubar oder oxo-fragmentierbar sind.",0,0,37/18_3721.txt,197,385,37/18_3721.txt
"Auf der Suche nach Plätzen in Flugzeugen, die sie bei Wiederaufnahme des Flugverkehrs in die Schweiz zurückbringen würden, wandten sich viele Schweizerinnen und Schweizer an die konsularischen Vertretungen, vor allem in Westafrika.",0,0,16/10_3370.txt,1246,1477,16/10_3370.txt
Das ändert aber nichts am Kern des Problems:,0,0,16/10_3355.txt,1046,1090,16/10_3355.txt
"Das Parlament hat dies im Rahmen der Revision des Enteignungsgesetzes beschlossen, um einem sorglosen Umgang mit Kulturland entgegenzuwirken.",1,1,36/18_057.txt,8840,8981,36/18_057.txt
"Dazu ersuche ich die Landesregierung um Beantwortung folgender Fragen: 1. Ist die Landesregierung in der Lage, dem Parlament eine detaillierte Vollkostenrechnung vorzulegen zu diesem Anlass, die insbesondere die folgenden Aufwände einzeln ausweist: a. Den Aufwand für die Extrazug-Ausrüstung und dessen Fahrt von Bern nach Kopenhagen und zurück inklusive Standkosten in Kopenhagen;b.",0,0,16/10_3221.txt,142,525,16/10_3221.txt
"Die Artenvielfalt ist national nicht homogen verteilt, sondern unterscheidet sich regional sehr stark.",1,1,6/04_3415.txt,1249,1351,6/04_3415.txt
was er wolle.,0,0,16/10_111.txt,2010,2023,16/10_111.txt
"seltene Lebensräume und -gemeinschaften, die direkt oder indirekt von der Art und Grösse des Gewässers abhängen, müssen erhalten oder, wenn nicht zwingende Gründe entgegenstehen, nach Möglichkeit durch andere Massnahmen geschützt oder durch gleichwertige ersetzt",1,1,5/03_407.txt,1065,1327,5/03_407.txt
"Die französische Fassung dieser Bestimmung, die den parlamentarischen Beratungen und den Gesamtabstimmungen im Ständerat (am 28. September 1998) und im Nationalrat (am 6. Oktober 1998) zugrunde lag, lautete wie folgt: Lors de l'élection, on veillera à ce que les diverses régions du pays et les régions linguistiques soient équitablement représentées au Conseil fédéral.",0,0,22/12_3264.txt,1217,1589,22/12_3264.txt
Was hat der Bau des Nationalstrassenstückes St. Gallen--Sargans bis heute gekostet?,0,0,72/93_3453.txt,1446,1529,72/93_3453.txt
"Wie können Anreize geschaffen werden, damit die Hersteller von Farben und Verputzen biozidfreie Produkte anbieten oder solche mit leicht abbaubaren Substanzen, deren Abbauprodukte an sich ungiftig sind (wie es bei IPBC und Isothiazolinon der Fall zu sein scheint)?5. Müsste man für die Anwenderinnen und Anwender nicht deutlich erkennbar angeben, dass diese Produkte Biozide enthalten?6. Sollten nicht Bauunternehmen sowie der öffentliche Sektor umweltfreundliche und nachhaltige Baumaterialien fordern, um der Innovation eine Chance einzuräumen?",1,0,41/19_4126.txt,1590,2136,41/19_4126.txt
"Die Rega beispielsweise berichtet in einer Medienmitteilung vom 8. September 2010, dass solche Blend-Attacken immer mehr vorkommen.",0,0,16/10_3776.txt,461,592,16/10_3776.txt
"Hat der Bundesrat vor, im Streit zwischen den verschiedenen Studien zur 3. Rhonekorrektion schiedsrichterlich einzugreifen, bevor der Bund sich mit einem ausserordentlichen Kredit bei diesem gewaltigen Vorhaben engagiert?",0,0,12/08_3716.txt,0,221,12/08_3716.txt
"Welche Kosten sind durch die Anstellung eines Sachbearbeiters zu dieser Frage entstanden (Lohnkosten plus Sozialbeiträge, Arbeitsplatzkosten, Spesen für Besuche in diversen ausländischen Ländern und Repräsentationen im Inland)?2. Welche Kosten sind sonst bei Stellen des BSV (vorgesetzte Stellen bis zum Direktor, Rechtsdienst BSV usw.)",0,0,14/09_3241.txt,687,1023,14/09_3241.txt
"Damit die zunehmende Beteiligung an den Direktzahlungsprogrammen finanziert werden kann, sollen die Versorgungssicherheitsbeiträge um 40 Millionen reduziert, die Landschaftsqualitätsbeiträge auch nach 2018 plafoniert und die Biodiversitätsbeiträge bei 400 Millionen stabilisiert werden.",1,1,31/16_038.txt,1942,2228,31/16_038.txt
Wie wirken sich Snowfarming und Abdeckung der Gletscher auf die Umwelt aus?,0,1,52/22_3995.txt,1684,1759,52/22_3995.txt
"Mit anderen Worten: Beeinträchtigt eine strikte Anwendung des vierten Integrationskriteriums nicht die freie Wahl des Familienmodells, die alle Familien - schweizerische wie ausländische - haben müssten?",0,0,16/10_1028.txt,1288,1491,16/10_1028.txt
"Statt einem Barcode wird im Warenhaus an der Kasse der RFID-Chip eingelesen, im Reisepass sind die biometrischen Daten von einem RFID-Chip abrufbar, oder medizinische Daten eines Menschen werden im unter der Haut implantierten Chip gespeichert.",0,0,7/05_3053.txt,1687,1931,7/05_3053.txt
"2. Ist die Einführung einer solchen Lenkungsabgabe mit den handelspolitischen Verpflichtungen (WTO, Bilaterale) vereinbar?3.",0,0,16/10_3462.txt,454,578,16/10_3462.txt
"Durch die Verknappung der Ressourcen, durch die zunehmenden Umweltbelastungen und die Folgen der Klimaerhitzung.",0,0,49/21_436.txt,601,713,49/21_436.txt
"Ein Erneuerungsfonds ermöglicht eine langfristige Planung und verhindert kostentreibende, unkoordinierte Einzelmassnahmen oder den Wertzerfall der Liegenschaft.",0,0,35/17_476.txt,1590,1750,35/17_476.txt
"Das Pferd stellt durch die Zucht, die Haltung und die Nutzung (Reiten und Fahren) im Sport und in der Freizeit einen wichtigen Wirtschaftsfaktor dar.",0,0,16/10_3767.txt,0,149,16/10_3767.txt
"Für die Schweiz würde das bedeuten, dass zum heutigen Stand noch einmal 247 000 Hektaren für Biodiversitätsvorrangflächen ausgeschieden werden müssten, um das Protokoll zur Biodiversitätskonferenz zu erfüllen.",1,1,17/10_4115.txt,232,441,17/10_4115.txt
"Grenzwachtkorps und Kantonspolizei sind aufgrund ihrer geringen Bestände nicht in der Lage, die illegale Migration, sei es bei der Einreise oder beim Aufenthalt, konsequent zu bekämpfen.",0,0,16/10_3066.txt,1157,1343,16/10_3066.txt
Als Begründung wird seitens SBB ein künftiger Trassierungskonflikt aufgrund der ab 2013 angepassten S2 der Zürcher S-Bahn aufgeführt.,0,0,16/10_3690.txt,850,983,16/10_3690.txt
"Er stimme zwar zu, damit es endlich eine Lösung gebe, aber ohne Herzblut.",0,0,22/12_026.txt,2238,2311,22/12_026.txt
"Diese müssen aus sozialversicherungsrechtlicher Sicht nicht als Naturallohn ausgewiesen werden, da gemäss",0,0,16/10_1116.txt,549,654,16/10_1116.txt
450 Unternehmen - davon 150 aus der Romandie - sind davon betroffen und haben bereits Vereinbarungen mit den Flugzeugherstellern geschlossen.,0,0,16/10_3724.txt,1412,1553,16/10_3724.txt
"Offenbar unterliegt der Bundesrat in seinen gleichlautenden Antworten auf die diversen Rütli-Fragen einem Irrtum: Es geht weder beim Rütli noch beim WEF noch bei der Euro 08 um die Finanzierung einer privaten Feier, sondern es geht um die Sicherheitskosten am Rande dieser Veranstaltungen.",0,0,11/07_5191.txt,263,552,11/07_5191.txt
Mit dieser Technologie soll nämlich einzig und allein die Keimung von wieder angepflanztem Saatgut verhindert werden.,0,0,78/99_3111.txt,1963,2080,78/99_3111.txt
Damit konnte bereits eine deutliche Reduktion des Torfverbrauchs erreicht werden.,0,0,16/10_3377.txt,1146,1227,16/10_3377.txt
"Bisherige Sponsoren des FHM, wie die Stadt Genf, Frankreich und Luxemburg, lassen verlauten, sie seien über diese Probleme nicht informiert worden.",0,0,16/10_3201.txt,364,511,16/10_3201.txt
"Der Bundesrat wird beauftragt, bis im Sommer 2012 einen Masterplan samt konkreten Massnahmen für den Erhalt und die Stärkung des Standorts Schweiz für Forschung, Entwicklung und Produktion der biomedizinischen Industrie (Medtech, Biotech, Pharma) vorzulegen.",0,0,20/11_3923.txt,2299,2557,20/11_3923.txt
Wie sieht die Zukunft der einheimischen Fische aus?,1,1,38/18_5411.txt,465,516,38/18_5411.txt
"Die Arbeit innerhalb der Bundesverwaltung sowie die Zusammenarbeit des Bundes mit den Alpenkantonen ist unter der Federführung des Bundesamtes für Raumentwicklung (ARE), welches auf den 1. Januar 2001 die Verantwortung für die Alpenkonvention vom Bundesamt für Umwelt, Wald und Landschaft (BUWAL) übernommen hat, in die Raumordnungskonferenz des Bundes (ROK) eingebettet.",1,1,1/01_083.txt,13857,14228,1/01_083.txt
Gemäss dem UN-Generalsekretär ist der letzte IPCC-Bericht ein Zeugnis menschlichen Leidens sowie eine vernichtende Anklage des Versagens führender Politikerinnen und Politiker im Kampf gegen den Klimawandel.,0,1,51/22_3092.txt,1624,1831,51/22_3092.txt
Deshalb ersuche ich den Bundesrat zur Beantwortung folgender Fragen:1. Was tut der Bundesrat um die biodiversitätsrelevanten ökonomischen und finanziellen Risiken zu adressieren?,1,0,49/21_4483.txt,364,542,49/21_4483.txt
"sie haben kein Interesse an unnötigen Mutationen, Doubletten oder Mängeln in ihren Personendaten.",0,0,16/10_3206.txt,1768,1865,16/10_3206.txt
Seitenbäche überschwemmten weite Flächen Kultur land im Rhonetal.,1,1,72/93_3424.txt,1032,1097,72/93_3424.txt
Genügt das RPG für diesen Zweck als Rechtsgrundlage oder müssen für einen wirksamen Schutz der Biotope gewisse,1,1,65/84_536.txt,569,679,65/84_536.txt
"Wann ist die Gesamtevaluation der vom Bundesrat beschlossenen Strategie Biodiversität Schweiz vorgesehen, und wie erfolgt die Weiterführung der Strategie, nachdem noch praktisch keine zusätzlichen Massnahmen zur Erreichung von deren Zielen erfolgt sind?",1,0,34/17_3453.txt,1232,1485,34/17_3453.txt
Umweltschutz nimmt?,0,0,64/82_324.txt,651,670,64/82_324.txt
Das gilt offenbar auch für die Aufsicht über die Krankenversicherer.,0,0,40/19_3463.txt,39,107,40/19_3463.txt
"- Wie beurteilt der Bundesrat die Entwicklung der Medienlandschaft in der Schweiz, insbesondere nach der Übernahme des Westschweizer Verlagshauses Edipresse durch das Zürcher Medienunternehmen Tamedia, hinsichtlich der Medienvielfalt, der sprachlichen und kulturellen Identitäten in unserem Land?-",0,0,15/09_5054.txt,0,297,15/09_5054.txt
"Dieser Spagat sei gut gelungen, sehe das Gesetz doch diverse Bewilligungs- und Kontrollmechanismen vor.",0,0,27/14_022.txt,3706,3809,27/14_022.txt
Dabei sind folgende Rahmenbedingungen massgebend:1.,0,0,16/10_309.txt,432,483,16/10_309.txt
"Die Schwulen-Broschüre Selbstverständlich der Aidshilfe Schweiz, welche pornografische Bilder und Anleitungen zu diversen Sexualpraktiken vermittelt, wurde im Kanton Bern den Schulen angeboten.",0,0,6/05_1056.txt,0,195,6/05_1056.txt
"Haas zufolge hoffen diese Manipulationstalente, sich aus der Affäre zu ziehen und dabei die ganze Welt zum Narren halten zu können.",0,0,25/13_3762.txt,722,853,25/13_3762.txt
Beispielsweise gilt die Betriebssparkasse der SAir Group gemäss,0,0,2/01_3610.txt,423,486,2/01_3610.txt
"Dabei fällt auf, dass diverse kantonale und kommunale Steuerverwaltungen dazugehören, während die Eidgenössische Steuerverwaltung, die Eidgenössische Zollverwaltung und weitere Ämter des EFD fehlen.1. Wieso sind die Ämter des EFD nicht Teilnehmer am E-SchKG-Verbund?2. Ist eine Teilnahme vorgesehen?",0,0,26/13_5368.txt,251,550,26/13_5368.txt
"In diesem Zusammenhang scheint es angebracht, dass auch über die Schweizer Börse SIX Swiss Exchange diskutiert wird.",0,0,13/09_3030.txt,983,1099,13/09_3030.txt
"Das Parlament hat den Kreditrahmen für die Neat verbindlich festgelegt, in welcher Art gedenkt der Bundesrat über allfällige Kostenüberschreitungen zu informieren, und mit welchen Mitteln gedenkt er diese zu decken?",0,0,16/10_3791.txt,1505,1720,16/10_3791.txt
"Die Schweiz, welche im Rahmen ihrer Präsidentschaft des Rates der Itto beispielhaft für den Schutz der Tropenwälder und deren nachhaltige Bewirtschaftung einsteht, könnte ihr konsequentes Engagement mit einem wirkungsvollen Schritt zur Unterbindung illegalen Holzschlages und dem Handel mit daraus gefertigten Holzprodukten glaubwürdig untermauern.",1,1,3/02_3603.txt,1905,2253,3/02_3603.txt
"Koordinierte Planung von Siedlung, Landschaft VerkehrMit der Botschaft zu einer Revision des Umweltschutzgesetzes möchte der Bundesrat, dass in Zukunft die natürlichen Lebensgrundlagen erhalten bleiben, die Ressourcen geschont und effizienter genutzt werden und die Umweltbelastung generell sinkt.",1,1,29/15_001.txt,5230,5527,29/15_001.txt
Warum teilt er diese Einschätzung allenfalls nicht?4.,0,0,16/10_3140.txt,943,996,16/10_3140.txt
"Der Bundesrat soll dabei in diversen Optionen aufzeigen, wie die u.a. die Kostenstruktur der Betreiber entlastet oder zusätzliche finanzielle Anreize geschaffen werden könnten, um die nicht-amortisierbaren Investitionen in die Sicherheit zugunsten eines Langzeitbetriebs von Kernkraftwerken zu decken.",0,0,52/22_4021.txt,309,610,52/22_4021.txt
Wie beurteilt er den unkoordinierten Alleingang des Kantons Schaffhausen?,0,0,16/10_3406.txt,1098,1171,16/10_3406.txt
"Für eine bessere Vernetzung mit den europäischen Nachbarn soll sich Swissgrid an Ausbauvorhaben im Ausland finanziell beteiligen können, soweit dies für die Versorgungssicherheit der Schweiz und für den Stromhandel sinnvoll  ist.",0,0,16/10_3265.txt,150,379,16/10_3265.txt
"Die im Natur- und Heimatschutzgesetz festgehaltene Zielsetzung für das Bundesinventar der schützenswerten Ortsbilder (Isos) beinhaltet die Verpflichtung des Bundes zur Erstellung eines Inventars von Objekten, welchen nationale Bedeutung zukommt.",0,1,32/16_3567.txt,0,245,32/16_3567.txt
"In einem Land wie der Schweiz, in dem die Zusammenarbeit zwischen Medizinalpersonen und Einrichtungen des Gesundheitswesens einerseits und der Pharmaindustrie andererseits eine wichtige Rolle spielt, namentlich in der Forschung und bei der Entwicklung neuer Arzneimittel, muss deshalb sichergestellt sein, dass die Beziehungen zwischen den verschiedenen Akteuren transparent sind.",0,0,17/10_536.txt,1590,1970,17/10_536.txt
Hat der Bundesrat Kenntnis von weiteren eigenen Studien der anderen potenziellen Standortkantone?,0,0,16/10_3406.txt,1438,1535,16/10_3406.txt
Hat der Bundesrat Kenntnis von weiteren eigenen Studien der anderen potenziellen Standortkantone?,0,0,16/10_3406.txt,1438,1535,16/10_3406.txt
"Ich frage den Bundesrat, ob hinsichtlich biologischer Waffen und ihrer Abwehr die Möglichkeit einer vergleichbaren Zusammenarbeit mit dem Centre of Excellence der Nato in Vyskov, Tschechien, besteht.",0,0,49/21_3842.txt,289,488,49/21_3842.txt
das infolge der seit 1912 sprunghaft gestiegenen Lebenserwartung heute mehr als fragwürdige Pflichtteilsrecht der Eltern aufgehoben,0,0,16/10_3524.txt,1394,1525,16/10_3524.txt
Risikoinventar und Schutzgrad bedürfen dazu einer Regelung auf gesetzlichem Niveau.,0,1,3/02_3096.txt,1323,1406,3/02_3096.txt
"Missbräuchlichkeit der Verwendung von Preisbindungsklauseln gegenüber BeherbergungsbetriebenWer als Betreiber einer Online-Plattform zur Buchung von Beherbergungsdienstleistungen allgemeine Geschäftsbedingungen verwendet, welche die Preissetzung von Beherbergungsbetrieben durch Preisbindungsklauseln einschränken, handelt unlauter.",0,0,48/21_079.txt,1990,2322,48/21_079.txt
"Die daraus resultierende Abnahme der Viehbestände hat zur Folge, dass der Be­ wirtschaftung von Berggütern und Alpweiden mancherorts kaum mehr die gewünschte Auf­",1,1,60/6980.txt,411,573,60/6980.txt
Deren Meinung muss somit in jedem Fall bei der Beurteilung der Zumutbarkeit einer Wegweisung mit einbezogen werden.,0,0,16/10_3321.txt,1023,1138,16/10_3321.txt
Deren Meinung muss somit in jedem Fall bei der Beurteilung der Zumutbarkeit einer Wegweisung mit einbezogen werden.,0,0,16/10_3321.txt,1023,1138,16/10_3321.txt
"Bemängelt werden die Entwicklung von Parallelgesellschaften, häufigerer schulischer und beruflicher Misserfolg bei bestimmten Gemeinschaften, die Bildung von Jugendgangs, Abschottung, Widerstand, die Sprache und die Werte des Aufnahmelandes anzunehmen usw.",0,0,16/10_3667.txt,761,1017,16/10_3667.txt
"Fotovoltaikanlagen mit einer überdurchschnittlichen Produktion im Winterhalbjahr sollten so entschädigt werden, dass sie an guten Standorten rentabel erstellt und betrieben werden können;",0,0,37/18_4271.txt,0,187,37/18_4271.txt
"Ist der Bundesrat  bereit dafür zu sorgen, dass ausländische Ehemänner von  Schweizerinnen auf dem Arbeitsmarkt den Schweizern voll  umfänglich gleichgestellt werden?",0,0,61/75_316.txt,1500,1666,61/75_316.txt
"Schliesslich ist es wichtig, dass die Schweiz, zur erfolgreichen Wahrnehmung ihrer Interessen in der globalisierten Welt von heute, weiterhin diversifizierte Ansätze verfolgt, sei dies geografisch, institutionell oder thematisch.",0,0,16/10_111.txt,8296,8525,16/10_111.txt
Erschliessungen sind die Voraussetzung für eine wirtschaftliche Nutzung des einheimischen Greentech-Rohstoffs Holz.,0,1,23/12_3877.txt,0,115,23/12_3877.txt
Dort blieb sie während sechs Monaten und bildete den Schlusspunkt eines Skulpturenwegs.,0,1,21/11_5540.txt,158,245,21/11_5540.txt
Beide Dokumente haben Einfluss auf die kantonalen oder kommunalen Entscheidungen bei der Erstellung ihrer Richt- und Nutzungspläne.,1,1,50/21_4608.txt,476,607,50/21_4608.txt
GesellschaftsverhältnisDas Verhältnis zwischen dem Erfinder und dem an biologischen oder genetischen Ressourcen gemäss Artikel 2 CBD Berechtigten (Stakeholder) wird als faktisches Gesellschaftverhältnis geregelt.,0,0,2/01_3596.txt,2445,2657,2/01_3596.txt
"Ziel muss es deshalb sein, den Bundesrat von Zweitrangigem zu entlasten und ihm bessere Führungsinstrumente zur Verfügung zu stellen, die seine Handlungsfähigkeit erhöhen.",0,0,16/10_3100.txt,1178,1349,16/10_3100.txt
Darin sollen die Klimaziele und die Klimaverträglichkeit für alle relevanten Bereiche definiert und geregelt werden.,1,1,6/04_489.txt,214,330,6/04_489.txt
Seit 1991 führt die Schweiz einen Menschenrechtsdialog mit China.,0,0,15/09_5025.txt,0,65,15/09_5025.txt
Wie zeigt sich für die Schweiz eine C02-Bilanz: Erzeugung aus biologischen und technischen-Prozessen verglichen-mit dem C02-Verbrauch durch die Assimilation der Pflanzen?,0,0,69/90_471.txt,1247,1417,69/90_471.txt
Drainagen sind in diesen Gebieten sehr verbreitet und tragen zur unerwünschten Austrocknung der Moore und zum Verschwinden von Torfböden durch Mineralisierung der organischen Materie bei.,1,1,53/22_4490.txt,1252,1439,53/22_4490.txt
"Zudem steht in Artikel 31a Absatz 1 des Umweltschutzgesetzes, dass die Kantone bei der Abfallplanung und -entsorgung zusammenarbeiten müssen.",1,1,76/97_3416.txt,512,653,76/97_3416.txt
"Frühere Untersuchungen haben gezeigt, dass Jugendliche aus bildungsfernen Schichten überdurchschnittlich stark an natur- und ingenieurwissenschaftlichen Fächern interessiert sind und dort auch bessere Leistungen als in den Sprachfächern erbringen.",0,0,10/07_3810.txt,507,754,10/07_3810.txt
"Ist der Bundesrat bereit, auch die damit im Zu^ sammenhang stehenden Lösungsvarianten bei der Gesetzes revision mitzuberücksichtigen:",0,0,71/92_3582.txt,1204,1337,71/92_3582.txt
"Ich frage den Bundesrat an, ob er bereit ist, zum Schutz der alpinen und hochalpinen Landschaften und deren Tierwelt Helikopterflüge zu rein touristischen Zwecken, namentlich das sogenannte Heli-Skiing einzuschränken, bzw. zu verbieten.",1,1,73/94_3099.txt,2814,3050,73/94_3099.txt
Unsere Milizarmee ist mit dieser Aufgabe überfordert.,0,0,16/10_3165.txt,1450,1503,16/10_3165.txt
"Auch die EU hat sich zum Ziel gesetzt, die Versorgung der Kinder in Europa mit adäquat geprüften Arzneimitteln zu verbessern und die Erforschung, Entwicklung und Zulassung von Kinderarzneimitteln zu intensivieren.",0,0,12/08_3365.txt,916,1129,12/08_3365.txt
"In einer Gesamtsicht der Lötschbergachse ist es deshalb nicht zulässig, Basistunnel und Autoverlad gegeneinander auszuspielen.",0,0,16/10_3357.txt,1478,1604,16/10_3357.txt
Dies muss in allen neuen Doppelbesteuerungsabkommen enthalten sein oder zusätzlich dazu ausgehandelt werden.,0,0,16/10_3189.txt,1565,1673,16/10_3189.txt
"Dabei ist zum einen vorgesehen, dass Betriebe mit mehr als 3 Hektar offener Ackerfläche 3,5 Prozent der Ackerfläche für die Biodiversitätsförderung nutzen müssen und diese Flächen werden somit aus der Nahrungsmittelproduktion genommen.",1,0,52/22_3403.txt,311,546,52/22_3403.txt
"Ein Zeichen für die Biodiversität setzenMit der Erneuerung des FLS lässt sich zudem im Hinblick auf das Internationale Jahr der Biodiversität (2010) auch ein Tatbeweis erbringen, dass die Schweiz ihre internationalen und landeseigenen Verpflichtungen zur Erhaltung der biologischen Vielfalt ernst nimmt.",1,1,12/08_446.txt,6119,6422,12/08_446.txt
"Nicht weniger als fünf Bundesdepartemente, zwölf Ämter, zwei ausserparlamentarische Kommissionen, diverse externe Berater und Unternehmen sowie eine nichtbekannte Anzahl Wissenschaftler haben bisher an diesem Projekt des Bundesrates gearbeitet.",0,0,29/15_3112.txt,1954,2198,29/15_3112.txt
"Die Freisetzung von gentechnisch veränderten Organismen, welche ein Antibiotikaresistenzgen enthalten, soll verboten",0,0,77/98_3605.txt,3066,3182,77/98_3605.txt
"Der Bundesrat wird beauftragt, mit der Finma unter Respektierung deren Unabhängigkeit zu erreichen, dass diese ihre Enforcement Policy im Bereich der Gewährserfordernis verschärft, damit Bankmanager im zutreffenden Fall mit dem in Artikel 33 des Finanzmarktaufsichtsgesetzes vorgesehenen Berufsverbot versehen werden.",0,0,25/13_3410.txt,0,317,25/13_3410.txt
"Der Bundesrat wird beauftragt, dort wo notwendig Gesetzesanpassungen auszuarbeiten, welche die schweizerische Strafgesetzgebung und insbesondere das Strassenverkehrsgesetz dahingehend ändern, dass alle Benützer von Verkehrsmitteln bei gleichen Vergehen denselben Verfahren und denselben Sanktionen (Strafen, Bussen usw.) in Bezug auf deren Höhe und deren Wirksamkeit unterzogen werden.",0,0,33/16_4010.txt,0,385,33/16_4010.txt
Die Höhe des zulässigen Gewinns wird vom Regulator (EIcom) bestimmt.,0,0,16/10_3469.txt,3055,3123,16/10_3469.txt
Das ETH-Institut für Systembiologie ist beschlussreif und wird von beiden Basel durch namhafte Beiträge mitfinanziert.,0,0,5/04_3194.txt,2650,2768,5/04_3194.txt
"5. Welche Massnahmen sind zu treffen, damit die Selbständig erwerbenden bereits in einer Übergangsphase den Lohn empfängern gleichgestellt werden können?",0,0,68/88_770.txt,2060,2213,68/88_770.txt
"Das Institut hat sich zu einem Kompetenzzentrum für nationale und internationale Sicherheitspolitik entwickelt und leistet diverse Beiträge an die sicherheitspolitische Forschung, Ausbildung und Diskussion im In- und Ausland.",0,0,15/10_099.txt,4067,4292,15/10_099.txt
Die 2. KVG-Revision sollte sowohl das Problem der Gesundheitskosten als auch die sozialen Probleme lösen.,0,0,5/04_3140.txt,4124,4229,5/04_3140.txt
"Die Kriterien für die Aufnahme von Texten in die Sammlungen des Bundesrechts und ins Bundesblatt sollen an die Rechtsentwicklung angepasst und, soweit erforderlich, präzisiert werden.",0,0,4/03_072.txt,2082,2265,4/03_072.txt
"Ist der Bundesrat bereit zu prüfen, ob aus der SDA ein Element des publizistischen Service public in der Schweiz gemacht werden sollte, beispielsweise durch ihre Umwandlung in ein öffentlich-rechtliches Unternehmen mit staatlicher Konzession?",0,0,16/10_3042.txt,576,818,16/10_3042.txt
"Der Katalog der notwendigen Massnahmen sieht, neben den Lenkungsabgaben auf Dünger (siehe oben Ziff.",0,0,74/95_3154.txt,3953,4053,74/95_3154.txt
"Wir wissen, dass die letzten Urwälder der Erde durch Holzschlag und Brandrodung bedroht sind.",1,1,78/99_3372.txt,0,93,78/99_3372.txt
Die Gesundheitsdirektion stützte ihren Entscheid auf das Konzept der Würde der Kreatur in der Bundesverfassung (Art.,0,0,10/07_3345.txt,2308,2426,10/07_3345.txt
